date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:08:59	59785/59785	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2014:17:09%20GMT	https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/email-template.html	C:/Users/arena/OneDrive/Desktop/TEMPLATES/TRJ/p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/email-template.html	(from https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/index.html?_gl=1*5tmmy6*_ga*MTc1MzUwMTIzNC4xNzU5Mzg4NTc1*_ga_EGV5GTJEP5*czE3NTkzODg1NzUkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_9HSZ46TKMQ*czE3NTkzODg1NzQkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_FFZF56TTWE*czE3NTkzODg1NzYkbzEkZzEkdDE3NTkzODg3MTYkajYkbDAkaDA.&_ga=2.143735733.1233528207.1759388576-1753501234.1759388575)
15:08:59	88753/88753	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2014:17:09%20GMT	https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/elements.html	C:/Users/arena/OneDrive/Desktop/TEMPLATES/TRJ/p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/elements.html	(from https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/index.html?_gl=1*5tmmy6*_ga*MTc1MzUwMTIzNC4xNzU5Mzg4NTc1*_ga_EGV5GTJEP5*czE3NTkzODg1NzUkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_9HSZ46TKMQ*czE3NTkzODg1NzQkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_FFZF56TTWE*czE3NTkzODg1NzYkbzEkZzEkdDE3NTkzODg3MTYkajYkbDAkaDA.&_ga=2.143735733.1233528207.1759388576-1753501234.1759388575)
15:09:00	16873/16873	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2014:17:09%20GMT	https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/contact.html	C:/Users/arena/OneDrive/Desktop/TEMPLATES/TRJ/p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/contact.html	(from https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/index.html?_gl=1*5tmmy6*_ga*MTc1MzUwMTIzNC4xNzU5Mzg4NTc1*_ga_EGV5GTJEP5*czE3NTkzODg1NzUkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_9HSZ46TKMQ*czE3NTkzODg1NzQkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_FFZF56TTWE*czE3NTkzODg1NzYkbzEkZzEkdDE3NTkzODg3MTYkajYkbDAkaDA.&_ga=2.143735733.1233528207.1759388576-1753501234.1759388575)
15:09:00	69168/69168	---MC-	200	added ('OK')	image/jpeg	etag:W/%2260eda065-10e30%22	https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/1.jpg	C:/Users/arena/OneDrive/Desktop/TEMPLATES/TRJ/p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/index.html?_gl=1*5tmmy6*_ga*MTc1MzUwMTIzNC4xNzU5Mzg4NTc1*_ga_EGV5GTJEP5*czE3NTkzODg1NzUkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_9HSZ46TKMQ*czE3NTkzODg1NzQkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_FFZF56TTWE*czE3NTkzODg1NzYkbzEkZzEkdDE3NTkzODg3MTYkajYkbDAkaDA.&_ga=2.143735733.1233528207.1759388576-1753501234.1759388575)
15:09:00	45585/45585	---MC-	200	added ('OK')	image/jpeg	etag:W/%2260eda065-b211%22	https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/b8.jpg	C:/Users/arena/OneDrive/Desktop/TEMPLATES/TRJ/p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/b8.jpg	(from https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/index.html?_gl=1*5tmmy6*_ga*MTc1MzUwMTIzNC4xNzU5Mzg4NTc1*_ga_EGV5GTJEP5*czE3NTkzODg1NzUkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_9HSZ46TKMQ*czE3NTkzODg1NzQkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_FFZF56TTWE*czE3NTkzODg1NzYkbzEkZzEkdDE3NTkzODg3MTYkajYkbDAkaDA.&_ga=2.143735733.1233528207.1759388576-1753501234.1759388575)
15:09:01	28653/28653	---MC-	200	added ('OK')	image/jpeg	etag:W/%2260eda065-6fed%22	https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/b3.jpg	C:/Users/arena/OneDrive/Desktop/TEMPLATES/TRJ/p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/b3.jpg	(from https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/index.html?_gl=1*5tmmy6*_ga*MTc1MzUwMTIzNC4xNzU5Mzg4NTc1*_ga_EGV5GTJEP5*czE3NTkzODg1NzUkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_9HSZ46TKMQ*czE3NTkzODg1NzQkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_FFZF56TTWE*czE3NTkzODg1NzYkbzEkZzEkdDE3NTkzODg3MTYkajYkbDAkaDA.&_ga=2.143735733.1233528207.1759388576-1753501234.1759388575)
15:09:01	6967650/6967650	---M--	200	added ('OK')	video/mp4	etag:%2260eda065-6a5162%22	https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/line-edu.mp4	C:/Users/arena/OneDrive/Desktop/TEMPLATES/TRJ/p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/line-edu.mp4	(from https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/index.html?_gl=1*5tmmy6*_ga*MTc1MzUwMTIzNC4xNzU5Mzg4NTc1*_ga_EGV5GTJEP5*czE3NTkzODg1NzUkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_9HSZ46TKMQ*czE3NTkzODg1NzQkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_FFZF56TTWE*czE3NTkzODg1NzYkbzEkZzEkdDE3NTkzODg3MTYkajYkbDAkaDA.&_ga=2.143735733.1233528207.1759388576-1753501234.1759388575)
15:09:01	32707/32707	---MC-	200	added ('OK')	image/jpeg	etag:W/%2260eda065-7fc3%22	https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/2.jpg	C:/Users/arena/OneDrive/Desktop/TEMPLATES/TRJ/p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/2.jpg	(from https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/index.html?_gl=1*5tmmy6*_ga*MTc1MzUwMTIzNC4xNzU5Mzg4NTc1*_ga_EGV5GTJEP5*czE3NTkzODg1NzUkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_9HSZ46TKMQ*czE3NTkzODg1NzQkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_FFZF56TTWE*czE3NTkzODg1NzYkbzEkZzEkdDE3NTkzODg3MTYkajYkbDAkaDA.&_ga=2.143735733.1233528207.1759388576-1753501234.1759388575)
15:09:01	58959/58959	---MC-	200	added ('OK')	image/jpeg	etag:W/%2260eda065-e64f%22	https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/ab1.jpg	C:/Users/arena/OneDrive/Desktop/TEMPLATES/TRJ/p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/ab1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/index.html?_gl=1*5tmmy6*_ga*MTc1MzUwMTIzNC4xNzU5Mzg4NTc1*_ga_EGV5GTJEP5*czE3NTkzODg1NzUkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_9HSZ46TKMQ*czE3NTkzODg1NzQkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_FFZF56TTWE*czE3NTkzODg1NzYkbzEkZzEkdDE3NTkzODg3MTYkajYkbDAkaDA.&_ga=2.143735733.1233528207.1759388576-1753501234.1759388575)
15:09:02	44153/44153	---MC-	200	added ('OK')	image/jpeg	etag:W/%2260eda065-ac79%22	https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/b1.jpg	C:/Users/arena/OneDrive/Desktop/TEMPLATES/TRJ/p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/b1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/index.html?_gl=1*5tmmy6*_ga*MTc1MzUwMTIzNC4xNzU5Mzg4NTc1*_ga_EGV5GTJEP5*czE3NTkzODg1NzUkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_9HSZ46TKMQ*czE3NTkzODg1NzQkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_FFZF56TTWE*czE3NTkzODg1NzYkbzEkZzEkdDE3NTkzODg3MTYkajYkbDAkaDA.&_ga=2.143735733.1233528207.1759388576-1753501234.1759388575)
15:09:02	28705/28705	---MC-	200	added ('OK')	image/jpeg	etag:W/%2260eda065-7021%22	https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/b2.jpg	C:/Users/arena/OneDrive/Desktop/TEMPLATES/TRJ/p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/b2.jpg	(from https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/index.html?_gl=1*5tmmy6*_ga*MTc1MzUwMTIzNC4xNzU5Mzg4NTc1*_ga_EGV5GTJEP5*czE3NTkzODg1NzUkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_9HSZ46TKMQ*czE3NTkzODg1NzQkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_FFZF56TTWE*czE3NTkzODg1NzYkbzEkZzEkdDE3NTkzODg3MTYkajYkbDAkaDA.&_ga=2.143735733.1233528207.1759388576-1753501234.1759388575)
15:09:02	29953/29953	---MC-	200	added ('OK')	image/jpeg	etag:W/%2260eda065-7501%22	https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/b4.jpg	C:/Users/arena/OneDrive/Desktop/TEMPLATES/TRJ/p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/b4.jpg	(from https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/index.html?_gl=1*5tmmy6*_ga*MTc1MzUwMTIzNC4xNzU5Mzg4NTc1*_ga_EGV5GTJEP5*czE3NTkzODg1NzUkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_9HSZ46TKMQ*czE3NTkzODg1NzQkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_FFZF56TTWE*czE3NTkzODg1NzYkbzEkZzEkdDE3NTkzODg3MTYkajYkbDAkaDA.&_ga=2.143735733.1233528207.1759388576-1753501234.1759388575)
15:09:03	32317/32317	---MC-	200	added ('OK')	image/jpeg	etag:W/%2260eda065-7e3d%22	https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/b7.jpg	C:/Users/arena/OneDrive/Desktop/TEMPLATES/TRJ/p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/b7.jpg	(from https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/index.html?_gl=1*5tmmy6*_ga*MTc1MzUwMTIzNC4xNzU5Mzg4NTc1*_ga_EGV5GTJEP5*czE3NTkzODg1NzUkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_9HSZ46TKMQ*czE3NTkzODg1NzQkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_FFZF56TTWE*czE3NTkzODg1NzYkbzEkZzEkdDE3NTkzODg3MTYkajYkbDAkaDA.&_ga=2.143735733.1233528207.1759388576-1753501234.1759388575)
15:09:03	21224/21224	---MC-	200	added ('OK')	image/jpeg	etag:W/%2260eda065-52e8%22	https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/team1.jpg	C:/Users/arena/OneDrive/Desktop/TEMPLATES/TRJ/p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/team1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/index.html?_gl=1*5tmmy6*_ga*MTc1MzUwMTIzNC4xNzU5Mzg4NTc1*_ga_EGV5GTJEP5*czE3NTkzODg1NzUkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_9HSZ46TKMQ*czE3NTkzODg1NzQkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_FFZF56TTWE*czE3NTkzODg1NzYkbzEkZzEkdDE3NTkzODg3MTYkajYkbDAkaDA.&_ga=2.143735733.1233528207.1759388576-1753501234.1759388575)
15:09:03	40165/40165	---MC-	200	added ('OK')	image/jpeg	etag:W/%2260eda065-9ce5%22	https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/b6.jpg	C:/Users/arena/OneDrive/Desktop/TEMPLATES/TRJ/p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/b6.jpg	(from https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/index.html?_gl=1*5tmmy6*_ga*MTc1MzUwMTIzNC4xNzU5Mzg4NTc1*_ga_EGV5GTJEP5*czE3NTkzODg1NzUkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_9HSZ46TKMQ*czE3NTkzODg1NzQkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_FFZF56TTWE*czE3NTkzODg1NzYkbzEkZzEkdDE3NTkzODg3MTYkajYkbDAkaDA.&_ga=2.143735733.1233528207.1759388576-1753501234.1759388575)
15:09:03	22673/22673	---MC-	200	added ('OK')	image/jpeg	etag:W/%2260eda065-5891%22	https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/team2.jpg	C:/Users/arena/OneDrive/Desktop/TEMPLATES/TRJ/p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/team2.jpg	(from https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/index.html?_gl=1*5tmmy6*_ga*MTc1MzUwMTIzNC4xNzU5Mzg4NTc1*_ga_EGV5GTJEP5*czE3NTkzODg1NzUkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_9HSZ46TKMQ*czE3NTkzODg1NzQkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_FFZF56TTWE*czE3NTkzODg1NzYkbzEkZzEkdDE3NTkzODg3MTYkajYkbDAkaDA.&_ga=2.143735733.1233528207.1759388576-1753501234.1759388575)
15:09:03	23080/23080	---MC-	200	added ('OK')	image/jpeg	etag:W/%2260eda065-5a28%22	https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/team3.jpg	C:/Users/arena/OneDrive/Desktop/TEMPLATES/TRJ/p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/assets/images/team3.jpg	(from https://p.w3layouts.com/demos_new/template_demo/13-07-2021/edukator-liberty-demo_Free/199581931/web/index.html?_gl=1*5tmmy6*_ga*MTc1MzUwMTIzNC4xNzU5Mzg4NTc1*_ga_EGV5GTJEP5*czE3NTkzODg1NzUkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_9HSZ46TKMQ*czE3NTkzODg1NzQkbzEkZzEkdDE3NTkzODg3MTYkajQkbDAkaDA.*_ga_FFZF56TTWE*czE3NTkzODg1NzYkbzEkZzEkdDE3NTkzODg3MTYkajYkbDAkaDA.&_ga=2.143735733.1233528207.1759388576-1753501234.1759388575)
